y,Output,USO0,DJIA0,UNG0,USO1,DJIA1,UNG1,USO2,DJIA2,UNG2,USO3,DJIA3,UNG3,USO4,DJIA4,UNG4
1140,-1.03,0.53,1.99,0.12,0.83,-0.05,1.08,-0.7,-3.04,0.26,-2.12,-0.07,-1.3,-0.77,1.07,-0.07
1141,0.74,-1.03,1.29,0.31,0.53,1.99,0.12,0.83,-0.05,1.08,-0.7,-3.04,0.26,-2.12,-0.07,-1.3
1142,-0.04,0.74,-1.11,-0.44,-1.03,1.29,0.31,0.53,1.99,0.12,0.83,-0.05,1.08,-0.7,-3.04,0.26
1143,-0.8,-0.04,0.85,1.01,0.74,-1.11,-0.44,-1.03,1.29,0.31,0.53,1.99,0.12,0.83,-0.05,1.08
1144,0.44,-0.8,0.18,-0.87,-0.04,0.85,1.01,0.74,-1.11,-0.44,-1.03,1.29,0.31,0.53,1.99,0.12
1145,0.4,0.44,-1.75,0.37,-0.8,0.18,-0.87,-0.04,0.85,1.01,0.74,-1.11,-0.44,-1.03,1.29,0.31
1146,-1.56,0.4,-1.05,-0.29,0.44,-1.75,0.37,-0.8,0.18,-0.87,-0.04,0.85,1.01,0.74,-1.11,-0.44
1147,-0.24,-1.56,0.64,-0.36,0.4,-1.05,-0.29,0.44,-1.75,0.37,-0.8,0.18,-0.87,-0.04,0.85,1.01
1148,2.92,-0.24,0.02,-0.03,-1.56,0.64,-0.36,0.4,-1.05,-0.29,0.44,-1.75,0.37,-0.8,0.18,-0.87
1149,0.48,2.92,0.21,-0.51,-0.24,0.02,-0.03,-1.56,0.64,-0.36,0.4,-1.05,-0.29,0.44,-1.75,0.37
1150,1.93,0.48,1.02,0.49,2.92,0.21,-0.51,-0.24,0.02,-0.03,-1.56,0.64,-0.36,0.4,-1.05,-0.29
1151,-0.38,1.93,0.26,-0.04,0.48,1.02,0.49,2.92,0.21,-0.51,-0.24,0.02,-0.03,-1.56,0.64,-0.36
1152,-1.15,-0.38,1.59,-0.32,1.93,0.26,-0.04,0.48,1.02,0.49,2.92,0.21,-0.51,-0.24,0.02,-0.03
1153,-0.68,-1.15,-2.8,-0.35,-0.38,1.59,-0.32,1.93,0.26,-0.04,0.48,1.02,0.49,2.92,0.21,-0.51
1154,-0.3,-0.68,0,-0.18,-1.15,-2.8,-0.35,-0.38,1.59,-0.32,1.93,0.26,-0.04,0.48,1.02,0.49
1155,0.99,-0.3,-0.53,-0.64,-0.68,0,-0.18,-1.15,-2.8,-0.35,-0.38,1.59,-0.32,1.93,0.26,-0.04
1156,-0.34,0.99,0.11,-0.61,-0.3,-0.53,-0.64,-0.68,0,-0.18,-1.15,-2.8,-0.35,-0.38,1.59,-0.32
1157,0.24,-0.34,-1.08,0.53,0.99,0.11,-0.61,-0.3,-0.53,-0.64,-0.68,0,-0.18,-1.15,-2.8,-0.35
1158,0.22,0.24,-0.19,-0.01,-0.34,-1.08,0.53,0.99,0.11,-0.61,-0.3,-0.53,-0.64,-0.68,0,-0.18
1159,-3.44,0.22,-0.98,-1.38,0.24,-0.19,-0.01,-0.34,-1.08,0.53,0.99,0.11,-0.61,-0.3,-0.53,-0.64
1160,-1.11,-3.44,-1.53,-0.16,0.22,-0.98,-1.38,0.24,-0.19,-0.01,-0.34,-1.08,0.53,0.99,0.11,-0.61
1161,1.54,-1.11,0.36,-0.72,-3.44,-1.53,-0.16,0.22,-0.98,-1.38,0.24,-0.19,-0.01,-0.34,-1.08,0.53
1162,1.86,1.54,-1.02,0.92,-1.11,0.36,-0.72,-3.44,-1.53,-0.16,0.22,-0.98,-1.38,0.24,-0.19,-0.01
1163,3.91,1.86,-0.03,1.54,1.54,-1.02,0.92,-1.11,0.36,-0.72,-3.44,-1.53,-0.16,0.22,-0.98,-1.38
1164,0.32,3.91,-0.17,-0.53,1.86,-0.03,1.54,1.54,-1.02,0.92,-1.11,0.36,-0.72,-3.44,-1.53,-0.16
1165,0.49,0.32,2.25,-0.34,3.91,-0.17,-0.53,1.86,-0.03,1.54,1.54,-1.02,0.92,-1.11,0.36,-0.72
1166,1.32,0.49,0.71,0.32,0.32,2.25,-0.34,3.91,-0.17,-0.53,1.86,-0.03,1.54,1.54,-1.02,0.92
1167,0.04,1.32,1.43,-0.16,0.49,0.71,0.32,0.32,2.25,-0.34,3.91,-0.17,-0.53,1.86,-0.03,1.54
1168,-0.86,0.04,-0.36,0.75,1.32,1.43,-0.16,0.49,0.71,0.32,0.32,2.25,-0.34,3.91,-0.17,-0.53
1169,-2.21,-0.86,0.06,1.62,0.04,-0.36,0.75,1.32,1.43,-0.16,0.49,0.71,0.32,0.32,2.25,-0.34
1170,0.92,-2.21,0.05,0.17,-0.86,0.06,1.62,0.04,-0.36,0.75,1.32,1.43,-0.16,0.49,0.71,0.32
1171,-1.29,0.92,-1.52,-1.23,-2.21,0.05,0.17,-0.86,0.06,1.62,0.04,-0.36,0.75,1.32,1.43,-0.16
1172,-1.24,-1.29,-0.84,-0.13,0.92,-1.52,-1.23,-2.21,0.05,0.17,-0.86,0.06,1.62,0.04,-0.36,0.75
1173,0,-1.24,-1.38,-0.49,-1.29,-0.84,-0.13,0.92,-1.52,-1.23,-2.21,0.05,0.17,-0.86,0.06,1.62
1174,-3.28,0,-2.48,0,-1.24,-1.38,-0.49,-1.29,-0.84,-0.13,0.92,-1.52,-1.23,-2.21,0.05,0.17
1175,1.89,-3.28,-0.11,-0.3,0,-2.48,0,-1.24,-1.38,-0.49,-1.29,-0.84,-0.13,0.92,-1.52,-1.23
1176,1.46,1.89,0,0.05,-3.28,-0.11,-0.3,0,-2.48,0,-1.24,-1.38,-0.49,-1.29,-0.84,-0.13
1177,-0.03,1.46,-0.96,-0.69,1.89,0,0.05,-3.28,-0.11,-0.3,0,-2.48,0,-1.24,-1.38,-0.49
1178,-0.96,-0.03,2.85,0.24,1.46,-0.96,-0.69,1.89,0,0.05,-3.28,-0.11,-0.3,0,-2.48,0
1179,1.01,-0.96,-0.75,0.25,-0.03,2.85,0.24,1.46,-0.96,-0.69,1.89,0,0.05,-3.28,-0.11,-0.3
1180,-0.5,1.01,-0.42,-0.15,-0.96,-0.75,0.25,-0.03,2.85,0.24,1.46,-0.96,-0.69,1.89,0,0.05
1181,-1.85,-0.5,-1.23,-0.32,1.01,-0.42,-0.15,-0.96,-0.75,0.25,-0.03,2.85,0.24,1.46,-0.96,-0.69
1182,0.04,-1.85,0.8,-1.38,-0.5,-1.23,-0.32,1.01,-0.42,-0.15,-0.96,-0.75,0.25,-0.03,2.85,0.24
1183,-2,0.04,3.62,-0.04,-1.85,0.8,-1.38,-0.5,-1.23,-0.32,1.01,-0.42,-0.15,-0.96,-0.75,0.25
1184,-1.2,-2,-1,-0.74,0.04,3.62,-0.04,-1.85,0.8,-1.38,-0.5,-1.23,-0.32,1.01,-0.42,-0.15
1185,-0.72,-1.2,3.39,0.43,-2,-1,-0.74,0.04,3.62,-0.04,-1.85,0.8,-1.38,-0.5,-1.23,-0.32
1186,2.12,-0.72,1.73,-0.55,-1.2,3.39,0.43,-2,-1,-0.74,0.04,3.62,-0.04,-1.85,0.8,-1.38
1187,-1.43,2.12,-4.64,1.4,-0.72,1.73,-0.55,-1.2,3.39,0.43,-2,-1,-0.74,0.04,3.62,-0.04
1188,2.56,-1.43,1.62,-0.79,2.12,-4.64,1.4,-0.72,1.73,-0.55,-1.2,3.39,0.43,-2,-1,-0.74
1189,0.19,2.56,4.02,0.53,-1.43,1.62,-0.79,2.12,-4.64,1.4,-0.72,1.73,-0.55,-1.2,3.39,0.43
1190,-2.09,0.19,-0.62,0.2,2.56,4.02,0.53,-1.43,1.62,-0.79,2.12,-4.64,1.4,-0.72,1.73,-0.55
1191,-1.46,-2.09,1.94,-0.78,0.19,-0.62,0.2,2.56,4.02,0.53,-1.43,1.62,-0.79,2.12,-4.64,1.4
1192,-0.54,-1.46,3.41,0.22,-2.09,1.94,-0.78,0.19,-0.62,0.2,2.56,4.02,0.53,-1.43,1.62,-0.79
1193,-1.39,-0.54,-3.34,-0.34,-1.46,3.41,0.22,-2.09,1.94,-0.78,0.19,-0.62,0.2,2.56,4.02,0.53
1194,-0.43,-1.39,-3.87,0.55,-0.54,-3.34,-0.34,-1.46,3.41,0.22,-2.09,1.94,-0.78,0.19,-0.62,0.2
1195,2.29,-0.43,1.35,0.37,-1.39,-3.87,0.55,-0.54,-3.34,-0.34,-1.46,3.41,0.22,-2.09,1.94,-0.78
1196,-1.59,2.29,-1.03,0.27,-0.43,1.35,0.37,-1.39,-3.87,0.55,-0.54,-3.34,-0.34,-1.46,3.41,0.22
1197,-1.74,-1.59,-2.77,-0.9,2.29,-1.03,0.27,-0.43,1.35,0.37,-1.39,-3.87,0.55,-0.54,-3.34,-0.34
1198,-1.7,-1.74,5.13,-1.61,-1.59,-2.77,-0.9,2.29,-1.03,0.27,-0.43,1.35,0.37,-1.39,-3.87,0.55
1199,-0.46,-1.7,-2.32,-0.07,-1.74,5.13,-1.61,-1.59,-2.77,-0.9,2.29,-1.03,0.27,-0.43,1.35,0.37
1200,-1.98,-0.46,-0.81,-0.15,-1.7,-2.32,-0.07,-1.74,5.13,-1.61,-1.59,-2.77,-0.9,2.29,-1.03,0.27
1201,-2.06,-1.98,-2.74,-1.1,-0.46,-0.81,-0.15,-1.7,-2.32,-0.07,-1.74,5.13,-1.61,-1.59,-2.77,-0.9
1202,3.04,-2.06,2.17,0.38,-1.98,-2.74,-1.1,-0.46,-0.81,-0.15,-1.7,-2.32,-0.07,-1.74,5.13,-1.61
1203,-1.31,3.04,-3.66,0.8,-2.06,2.17,0.38,-1.98,-2.74,-1.1,-0.46,-0.81,-0.15,-1.7,-2.32,-0.07
1204,2.6,-1.31,-3.14,1,3.04,-3.66,0.8,-2.06,2.17,0.38,-1.98,-2.74,-1.1,-0.46,-0.81,-0.15
1205,-1.57,2.6,1.05,1.27,-1.31,-3.14,1,3.04,-3.66,0.8,-2.06,2.17,0.38,-1.98,-2.74,-1.1
1206,1.29,-1.57,0.29,-1.4,2.6,1.05,1.27,-1.31,-3.14,1,3.04,-3.66,0.8,-2.06,2.17,0.38
1207,0.37,1.29,1.93,1.16,-1.57,0.29,-1.4,2.6,1.05,1.27,-1.31,-3.14,1,3.04,-3.66,0.8
1208,-0.59,0.37,0.46,0.42,1.29,1.93,1.16,-1.57,0.29,-1.4,2.6,1.05,1.27,-1.31,-3.14,1
1209,1.63,-0.59,-1.34,-0.2,0.37,0.46,0.42,1.29,1.93,1.16,-1.57,0.29,-1.4,2.6,1.05,1.27
1210,1.07,1.63,7.3,0.14,-0.59,-1.34,-0.2,0.37,0.46,0.42,1.29,1.93,1.16,-1.57,0.29,-1.4
1211,-1.58,1.07,-2.32,-1.33,1.63,7.3,0.14,-0.59,-1.34,-0.2,0.37,0.46,0.42,1.29,1.93,1.16
1212,-0.53,-1.58,2.55,-0.79,1.07,-2.32,-1.33,1.63,7.3,0.14,-0.59,-1.34,-0.2,0.37,0.46,0.42
1213,1.42,-0.53,2.32,0.48,-1.58,2.55,-0.79,1.07,-2.32,-1.33,1.63,7.3,0.14,-0.59,-1.34,-0.2
1214,1.25,1.42,-2.56,-1.16,-0.53,2.32,0.48,-1.58,2.55,-0.79,1.07,-2.32,-1.33,1.63,7.3,0.14
1215,-0.99,1.25,-1.16,0.58,1.42,-2.56,-1.16,-0.53,2.32,0.48,-1.58,2.55,-0.79,1.07,-2.32,-1.33
1216,-1.48,-0.99,3.8,0.66,1.25,-1.16,0.58,1.42,-2.56,-1.16,-0.53,2.32,0.48,-1.58,2.55,-0.79
1217,-3.45,-1.48,-0.06,-0.47,-0.99,3.8,0.66,1.25,-1.16,0.58,1.42,-2.56,-1.16,-0.53,2.32,0.48
1218,0.58,-3.45,3.56,0.01,-1.48,-0.06,-0.47,-0.99,3.8,0.66,1.25,-1.16,0.58,1.42,-2.56,-1.16
1219,1.35,0.58,-6.97,-0.03,-3.45,3.56,0.01,-1.48,-0.06,-0.47,-0.99,3.8,0.66,1.25,-1.16,0.58
1220,-2.74,1.35,-4.23,0.31,0.58,-6.97,-0.03,-3.45,3.56,0.01,-1.48,-0.06,-0.47,-0.99,3.8,0.66
1221,1.08,-2.74,6.99,0.14,1.35,-4.23,0.31,0.58,-6.97,-0.03,-3.45,3.56,0.01,-1.48,-0.06,-0.47
1222,-0.99,1.08,1.36,0.68,-2.74,6.99,0.14,1.35,-4.23,0.31,0.58,-6.97,-0.03,-3.45,3.56,0.01
1223,-1.68,-0.99,-8.37,-0.92,1.08,1.36,0.68,-2.74,6.99,0.14,1.35,-4.23,0.31,0.58,-6.97,-0.03
1224,0.97,-1.68,-1.85,-0.4,-0.99,-8.37,-0.92,1.08,1.36,0.68,-2.74,6.99,0.14,1.35,-4.23,0.31
1225,-2.14,0.97,-5.47,0.23,-1.68,-1.85,-0.4,-0.99,-8.37,-0.92,1.08,1.36,0.68,-2.74,6.99,0.14
1226,0.02,-2.14,-0.96,-1.69,0.97,-5.47,0.23,-1.68,-1.85,-0.4,-0.99,-8.37,-0.92,1.08,1.36,0.68
1227,2.91,0.02,-2.55,1.28,-2.14,-0.96,-1.69,0.97,-5.47,0.23,-1.68,-1.85,-0.4,-0.99,-8.37,-0.92
1228,-4.65,2.91,-2.23,0.83,0.02,-2.55,1.28,-2.14,-0.96,-1.69,0.97,-5.47,0.23,-1.68,-1.85,-0.4
1229,1.68,-4.65,1.13,-0.45,2.91,-2.23,0.83,0.02,-2.55,1.28,-2.14,-0.96,-1.69,0.97,-5.47,0.23
1230,2.49,1.68,2.8,0.01,-4.65,1.13,-0.45,2.91,-2.23,0.83,0.02,-2.55,1.28,-2.14,-0.96,-1.69
1231,-2.96,2.49,-5.08,0.75,1.68,2.8,0.01,-4.65,1.13,-0.45,2.91,-2.23,0.83,0.02,-2.55,1.28
1232,-1.97,-2.96,2.5,-1.25,2.49,-5.08,0.75,1.68,2.8,0.01,-4.65,1.13,-0.45,2.91,-2.23,0.83
1233,2.6,-1.97,1.26,0.35,-2.96,2.5,-1.25,2.49,-5.08,0.75,1.68,2.8,0.01,-4.65,1.13,-0.45
1234,0.02,2.6,-0.63,1.1,-1.97,1.26,0.35,-2.96,2.5,-1.25,2.49,-5.08,0.75,1.68,2.8,0.01
1235,-0.46,0.02,-1.76,-0.75,2.6,-0.63,1.1,-1.97,1.26,0.35,-2.96,2.5,-1.25,2.49,-5.08,0.75
1236,2.27,-0.46,-3.32,-2.04,0.02,-1.76,-0.75,2.6,-0.63,1.1,-1.97,1.26,0.35,-2.96,2.5,-1.25
1237,1.23,2.27,-2.57,1.66,-0.46,-3.32,-2.04,0.02,-1.76,-0.75,2.6,-0.63,1.1,-1.97,1.26,0.35
1238,-0.91,1.23,2.55,0.09,2.27,-2.57,1.66,-0.46,-3.32,-2.04,0.02,-1.76,-0.75,2.6,-0.63,1.1
1239,-0.67,-0.91,-2.47,0.79,1.23,2.55,0.09,2.27,-2.57,1.66,-0.46,-3.32,-2.04,0.02,-1.76,-0.75
1240,-1.4,-0.67,2.78,0.17,-0.91,-2.47,0.79,1.23,2.55,0.09,2.27,-2.57,1.66,-0.46,-3.32,-2.04
1241,-0.81,-1.4,-1.35,-1.53,-0.67,2.78,0.17,-0.91,-2.47,0.79,1.23,2.55,0.09,2.27,-2.57,1.66
1242,-1.98,-0.81,1.15,-0.37,-1.4,-1.35,-1.53,-0.67,2.78,0.17,-0.91,-2.47,0.79,1.23,2.55,0.09
1243,-1.44,-1.98,3.08,1.07,-0.81,1.15,-0.37,-1.4,-1.35,-1.53,-0.67,2.78,0.17,-0.91,-2.47,0.79
1244,-0.84,-1.44,-0.11,0.08,-1.98,3.08,1.07,-0.81,1.15,-0.37,-1.4,-1.35,-1.53,-0.67,2.78,0.17
1245,-1.29,-0.84,-2.63,-0.12,-1.44,-0.11,0.08,-1.98,3.08,1.07,-0.81,1.15,-0.37,-1.4,-1.35,-1.53
1246,1.09,-1.29,-0.37,0.94,-0.84,-2.63,-0.12,-1.44,-0.11,0.08,-1.98,3.08,1.07,-0.81,1.15,-0.37
1247,2.31,1.09,0.77,1.01,-1.29,-0.37,0.94,-0.84,-2.63,-0.12,-1.44,-0.11,0.08,-1.98,3.08,1.07
1248,-2.58,2.31,-2.4,-0.84,1.09,0.77,1.01,-1.29,-0.37,0.94,-0.84,-2.63,-0.12,-1.44,-0.11,0.08
1249,-3.7,-2.58,0.26,-1.34,2.31,-2.4,-0.84,1.09,0.77,1.01,-1.29,-0.37,0.94,-0.84,-2.63,-0.12
1250,-0.36,-3.7,-1.8,-2.82,-2.58,0.26,-1.34,2.31,-2.4,-0.84,1.09,0.77,1.01,-1.29,-0.37,0.94
1251,-0.26,-0.36,-1.06,-1.09,-3.7,-1.8,-2.82,-2.58,0.26,-1.34,2.31,-2.4,-0.84,1.09,0.77,1.01
1252,0.44,-0.26,1.41,-0.21,-0.36,-1.06,-1.09,-3.7,-1.8,-2.82,-2.58,0.26,-1.34,2.31,-2.4,-0.84
1253,-4.28,0.44,0.76,0.42,-0.26,1.41,-0.21,-0.36,-1.06,-1.09,-3.7,-1.8,-2.82,-2.58,0.26,-1.34
1254,1.38,-4.28,0.02,-1.64,0.44,0.76,0.42,-0.26,1.41,-0.21,-0.36,-1.06,-1.09,-3.7,-1.8,-2.82
1255,0.3,1.38,-1.82,0.68,-4.28,0.02,-1.64,0.44,0.76,0.42,-0.26,1.41,-0.21,-0.36,-1.06,-1.09
1256,1.68,0.3,1.37,0.16,1.38,-1.82,0.68,-4.28,0.02,-1.64,0.44,0.76,0.42,-0.26,1.41,-0.21
1257,-1.38,1.68,0.82,0.41,0.3,1.37,0.16,1.38,-1.82,0.68,-4.28,0.02,-1.64,0.44,0.76,0.42
1258,0.33,-1.38,0.17,-0.51,1.68,0.82,0.41,0.3,1.37,0.16,1.38,-1.82,0.68,-4.28,0.02,-1.64
1259,-0.46,0.33,-0.62,0.06,-1.38,0.17,-0.51,1.68,0.82,0.41,0.3,1.37,0.16,1.38,-1.82,0.68
1260,2.01,-0.46,-2,-1.5,0.33,-0.62,0.06,-1.38,0.17,-0.51,1.68,0.82,0.41,0.3,1.37,0.16
1261,-1.46,2.01,0.07,1.3,-0.46,-2,-1.5,0.33,-0.62,0.06,-1.38,0.17,-0.51,1.68,0.82,0.41
1262,-1.04,-1.46,1.56,-0.2,2.01,0.07,1.3,-0.46,-2,-1.5,0.33,-0.62,0.06,-1.38,0.17,-0.51
1263,-2.45,-1.04,-0.68,0.32,-1.46,1.56,-0.2,2.01,0.07,1.3,-0.46,-2,-1.5,0.33,-0.62,0.06
1264,-0.73,-2.45,-0.89,-0.68,-1.04,-0.68,0.32,-1.46,1.56,-0.2,2.01,0.07,1.3,-0.46,-2,-1.5
1265,-0.88,-0.73,0.77,-1.24,-2.45,-0.89,-0.68,-1.04,-0.68,0.32,-1.46,1.56,-0.2,2.01,0.07,1.3
1266,-1.04,-0.88,2.73,0.51,-0.73,0.77,-1.24,-2.45,-0.89,-0.68,-1.04,-0.68,0.32,-1.46,1.56,-0.2
1267,-2.63,-1.04,-0.9,0.39,-0.88,2.73,0.51,-0.73,0.77,-1.24,-2.45,-0.89,-0.68,-1.04,-0.68,0.32
1268,1.42,-2.63,0.96,-1.85,-1.04,-0.9,0.39,-0.88,2.73,0.51,-0.73,0.77,-1.24,-2.45,-0.89,-0.68
1269,-2.24,1.42,2.26,1.54,-2.63,0.96,-1.85,-1.04,-0.9,0.39,-0.88,2.73,0.51,-0.73,0.77,-1.24
1270,3.88,-2.24,-0.37,-0.23,1.42,2.26,1.54,-2.63,0.96,-1.85,-1.04,-0.9,0.39,-0.88,2.73,0.51
1271,-1.93,3.88,-1,1.55,-2.24,-0.37,-0.23,1.42,2.26,1.54,-2.63,0.96,-1.85,-1.04,-0.9,0.39
1272,0.74,-1.93,-1.02,0.08,3.88,-1,1.55,-2.24,-0.37,-0.23,1.42,2.26,1.54,-2.63,0.96,-1.85
1273,-1.06,0.74,1.23,-0.38,-1.93,-1.02,0.08,3.88,-1,1.55,-2.24,-0.37,-0.23,1.42,2.26,1.54
1274,0.08,-1.06,2.25,-1.46,0.74,1.23,-0.38,-1.93,-1.02,0.08,3.88,-1,1.55,-2.24,-0.37,-0.23
1275,-2.37,0.08,-1.93,-2.53,-1.06,2.25,-1.46,0.74,1.23,-0.38,-1.93,-1.02,0.08,3.88,-1,1.55
1276,-1.88,-2.37,-0.72,-1.41,0.08,-1.93,-2.53,-1.06,2.25,-1.46,0.74,1.23,-0.38,-1.93,-1.02,0.08
1277,1.57,-1.88,-2.65,-0.12,-2.37,-0.72,-1.41,0.08,-1.93,-2.53,-1.06,2.25,-1.46,0.74,1.23,-0.38
1278,-1.4,1.57,0.28,0.33,-1.88,-2.65,-0.12,-2.37,-0.72,-1.41,0.08,-1.93,-2.53,-1.06,2.25,-1.46
1279,-3.33,-1.4,1.74,0.62,1.57,0.28,0.33,-1.88,-2.65,-0.12,-2.37,-0.72,-1.41,0.08,-1.93,-2.53
1280,-2.27,-3.33,-0.76,-3.14,-1.4,1.74,0.62,1.57,0.28,0.33,-1.88,-2.65,-0.12,-2.37,-0.72,-1.41
1281,-5.31,-2.27,0.35,0.49,-3.33,-0.76,-3.14,-1.4,1.74,0.62,1.57,0.28,0.33,-1.88,-2.65,-0.12
1282,-0.02,-5.31,0.98,-2.75,-2.27,0.35,0.49,-3.33,-0.76,-3.14,-1.4,1.74,0.62,1.57,0.28,0.33
1283,-1.69,-0.02,2.44,-0.07,-5.31,0.98,-2.75,-2.27,0.35,0.49,-3.33,-0.76,-3.14,-1.4,1.74,0.62
1284,2.9,-1.69,-0.46,-2.92,-0.02,2.44,-0.07,-5.31,0.98,-2.75,-2.27,0.35,0.49,-3.33,-0.76,-3.14
1285,-1.29,2.9,-1.67,1.25,-1.69,-0.46,-2.92,-0.02,2.44,-0.07,-5.31,0.98,-2.75,-2.27,0.35,0.49
1286,-1.58,-1.29,-0.14,-1.7,2.9,-1.67,1.25,-1.69,-0.46,-2.92,-0.02,2.44,-0.07,-5.31,0.98,-2.75
1287,0.66,-1.58,0.61,-1.18,-1.29,-0.14,-1.7,2.9,-1.67,1.25,-1.69,-0.46,-2.92,-0.02,2.44,-0.07
1288,0.03,0.66,-2.39,-1.08,-1.58,0.61,-1.18,-1.29,-0.14,-1.7,2.9,-1.67,1.25,-1.69,-0.46,-2.92
1289,3.03,0.03,1.49,0.61,0.66,-2.39,-1.08,-1.58,0.61,-1.18,-1.29,-0.14,-1.7,2.9,-1.67,1.25
1290,-1.1,3.03,-0.96,-0.33,0.03,1.49,0.61,0.66,-2.39,-1.08,-1.58,0.61,-1.18,-1.29,-0.14,-1.7
1291,-1.5,-1.1,0.24,-0.21,3.03,-0.96,-0.33,0.03,1.49,0.61,0.66,-2.39,-1.08,-1.58,0.61,-1.18
1292,-0.12,-1.5,-1.63,0,-1.1,0.24,-0.21,3.03,-0.96,-0.33,0.03,1.49,0.61,0.66,-2.39,-1.08
1293,1.74,-0.12,1.39,-0.27,-1.5,-1.63,0,-1.1,0.24,-0.21,3.03,-0.96,-0.33,0.03,1.49,0.61
1294,-1.77,1.74,-0.06,2.05,-0.12,1.39,-0.27,-1.5,-1.63,0,-1.1,0.24,-0.21,3.03,-0.96,-0.33
1295,0.52,-1.77,-1.11,-0.52,1.74,-0.06,2.05,-0.12,1.39,-0.27,-1.5,-1.63,0,-1.1,0.24,-0.21
1296,1.46,0.52,-2.34,0.18,-1.77,-1.11,-0.52,1.74,-0.06,2.05,-0.12,1.39,-0.27,-1.5,-1.63,0
1297,-0.56,1.46,-0.29,0.88,0.52,-2.34,0.18,-1.77,-1.11,-0.52,1.74,-0.06,2.05,-0.12,1.39,-0.27
1298,-3.88,-0.56,-0.1,-0.37,1.46,-0.29,0.88,0.52,-2.34,0.18,-1.77,-1.11,-0.52,1.74,-0.06,2.05
1299,2.14,-3.88,-0.29,-2.06,-0.56,-0.1,-0.37,1.46,-0.29,0.88,0.52,-2.34,0.18,-1.77,-1.11,-0.52
1300,0.41,2.14,-1.37,1.03,-3.88,-0.29,-2.06,-0.56,-0.1,-0.37,1.46,-0.29,0.88,0.52,-2.34,0.18
1301,-3.76,0.41,0.08,-0.48,2.14,-1.37,1.03,-3.88,-0.29,-2.06,-0.56,-0.1,-0.37,1.46,-0.29,0.88
1302,0.28,-3.76,-0.97,0.3,0.41,0.08,-0.48,2.14,-1.37,1.03,-3.88,-0.29,-2.06,-0.56,-0.1,-0.37
1303,3.26,0.28,-1.45,0.18,-3.76,-0.97,0.3,0.41,0.08,-0.48,2.14,-1.37,1.03,-3.88,-0.29,-2.06
1304,2.22,3.26,0.13,1.23,0.28,-1.45,0.18,-3.76,-0.97,0.3,0.41,0.08,-0.48,2.14,-1.37,1.03
1305,-3.11,2.22,1.11,0.39,3.26,0.13,1.23,0.28,-1.45,0.18,-3.76,-0.97,0.3,0.41,0.08,-0.48
1306,-0.97,-3.11,0.07,-0.74,2.22,1.11,0.39,3.26,0.13,1.23,0.28,-1.45,0.18,-3.76,-0.97,0.3
1307,3.74,-0.97,-1.63,-0.17,-3.11,0.07,-0.74,2.22,1.11,0.39,3.26,0.13,1.23,0.28,-1.45,0.18
1308,3.81,3.74,0.71,-0.32,-0.97,-1.63,-0.17,-3.11,0.07,-0.74,2.22,1.11,0.39,3.26,0.13,1.23
1309,-0.89,3.81,0.57,0.15,3.74,0.71,-0.32,-0.97,-1.63,-0.17,-3.11,0.07,-0.74,2.22,1.11,0.39
1310,-1.56,-0.89,-3.06,1.31,3.81,0.57,0.15,3.74,0.71,-0.32,-0.97,-1.63,-0.17,-3.11,0.07,-0.74
1311,1.11,-1.56,1.76,-0.2,-0.89,-3.06,1.31,3.81,0.57,0.15,3.74,0.71,-0.32,-0.97,-1.63,-0.17
1312,-0.15,1.11,0.17,0.38,-1.56,1.76,-0.2,-0.89,-3.06,1.31,3.81,0.57,0.15,3.74,0.71,-0.32
1313,-2.14,-0.15,-1.43,0.69,1.11,0.17,0.38,-1.56,1.76,-0.2,-0.89,-3.06,1.31,3.81,0.57,0.15
1314,2.91,-2.14,-0.82,-1.76,-0.15,-1.43,0.69,1.11,0.17,0.38,-1.56,1.76,-0.2,-0.89,-3.06,1.31
1315,-1.07,2.91,-0.57,0.84,-2.14,-0.82,-1.76,-0.15,-1.43,0.69,1.11,0.17,0.38,-1.56,1.76,-0.2
1316,-0.97,-1.07,0.55,-1.14,2.91,-0.57,0.84,-2.14,-0.82,-1.76,-0.15,-1.43,0.69,1.11,0.17,0.38
1317,-2.17,-0.97,0.07,-0.13,-1.07,0.55,-1.14,2.91,-0.57,0.84,-2.14,-0.82,-1.76,-0.15,-1.43,0.69
1318,3.7,-2.17,0.56,0.1,-0.97,0.07,-0.13,-1.07,0.55,-1.14,2.91,-0.57,0.84,-2.14,-0.82,-1.76
1319,0.39,3.7,-1.02,1.29,-2.17,0.56,0.1,-0.97,0.07,-0.13,-1.07,0.55,-1.14,2.91,-0.57,0.84
1320,0.35,0.39,-0.1,1.24,3.7,-1.02,1.29,-2.17,0.56,0.1,-0.97,0.07,-0.13,-1.07,0.55,-1.14
1321,-0.59,0.35,-2.37,-0.96,0.39,-0.1,1.24,3.7,-1.02,1.29,-2.17,0.56,0.1,-0.97,0.07,-0.13
1322,-1.79,-0.59,-1.21,-1.96,0.35,-2.37,-0.96,0.39,-0.1,1.24,3.7,-1.02,1.29,-2.17,0.56,0.1
1323,-1.01,-1.79,0.52,-1.27,-0.59,-1.21,-1.96,0.35,-2.37,-0.96,0.39,-0.1,1.24,3.7,-1.02,1.29
1324,1.59,-1.01,-0.42,-0.74,-1.79,0.52,-1.27,-0.59,-1.21,-1.96,0.35,-2.37,-0.96,0.39,-0.1,1.24
